2016-10-14-16-53-2325	4.4	0.9	162.1	30.1	13.7	178.9	81.7	59.0	37.8	21.7	34.5	99.8	99.9	99.9	99.9	99.8
2016-10-14-16-53-2377	4.4	0.9	162.1	30.1	13.7	178.9	81.7	59.0	37.8	21.7	34.5	99.8	99.9	99.9	99.9	99.8
2016-10-14-16-53-2428	4.4	0.9	162.1	30.1	13.7	178.9	81.7	59.0	37.8	21.7	34.5	99.8	99.9	99.9	99.9	99.8
2016-10-14-16-53-2480	6.8	1.2	162.0	30.9	12.6	-179.7	97.9	84.3	35.1	19.8	36.2	99.9	99.9	99.9	99.9	99.8
2016-10-14-16-53-2532	6.8	1.2	162.0	30.9	12.6	-179.7	97.9	84.3	35.1	19.8	36.2	99.9	99.9	99.9	99.9	99.8
2016-10-14-16-53-2584	6.8	1.2	162.0	30.9	12.6	-179.7	97.9	84.3	35.1	19.8	36.2	99.9	99.9	99.9	99.9	99.8
2016-10-14-16-53-2636	6.8	1.2	162.0	30.9	12.6	-179.7	97.9	84.3	35.1	19.8	36.2	99.9	99.9	99.9	99.9	99.8
2016-10-14-16-53-2688	6.8	1.2	162.0	30.9	12.6	-179.7	97.9	84.3	35.1	19.8	36.2	99.9	99.9	99.9	99.9	99.8
2016-10-14-16-53-2741	6.8	1.2	162.0	30.9	12.6	-179.7	97.9	84.3	35.1	19.8	36.2	99.9	99.9	99.9	99.9	99.8
2016-10-14-16-53-2793	6.8	1.2	162.0	30.9	12.6	-179.7	97.9	84.3	35.1	19.8	36.2	99.9	99.9	99.9	99.9	99.8
2016-10-14-16-53-2845	6.8	1.2	162.0	30.9	12.6	-179.7	97.9	84.3	35.1	19.8	36.2	99.9	99.9	99.9	99.9	99.8
2016-10-14-16-53-2897	5.1	1.0	161.9	29.3	12.7	178.6	24.7	34.1	25.3	19.3	33.7	100.0	99.9	99.9	99.8	99.9
2016-10-14-16-53-2949	5.1	1.0	161.9	29.3	12.7	178.6	24.7	34.1	25.3	19.3	33.7	100.0	99.9	99.9	99.8	99.9
2016-10-14-16-53-3001	5.1	1.0	161.9	29.3	12.7	178.6	24.7	34.1	25.3	19.3	33.7	100.0	99.9	99.9	99.8	99.9
2016-10-14-16-53-3053	5.1	1.0	161.9	29.3	12.7	178.6	24.7	34.1	25.3	19.3	33.7	100.0	99.9	99.9	99.8	99.9
2016-10-14-16-53-3105	5.1	1.0	161.9	29.3	12.7	178.6	24.7	34.1	25.3	19.3	33.7	100.0	99.9	99.9	99.8	99.9
2016-10-14-16-53-3157	5.1	1.0	161.9	29.3	12.7	178.6	24.7	34.1	25.3	19.3	33.7	100.0	99.9	99.9	99.8	99.9
2016-10-14-16-53-3209	5.1	1.0	161.9	29.3	12.7	178.6	24.7	34.1	25.3	19.3	33.7	100.0	99.9	99.9	99.8	99.9
2016-10-14-16-53-3261	5.1	1.0	161.9	29.3	12.7	178.6	24.7	34.1	25.3	19.3	33.7	100.0	99.9	99.9	99.8	99.9
2016-10-14-16-53-3312	5.0	0.7	161.6	29.5	13.4	179.1	36.3	100.0	58.7	18.5	35.6	99.9	99.9	99.9	99.9	99.8
2016-10-14-16-53-3363	5.0	0.7	161.6	29.5	13.4	179.1	36.3	100.0	58.7	18.5	35.6	99.9	99.9	99.9	99.9	99.8
2016-10-14-16-53-3415	5.0	0.7	161.6	29.5	13.4	179.1	36.3	100.0	58.7	18.5	35.6	99.9	99.9	99.9	99.9	99.8
2016-10-14-16-53-3467	5.0	0.7	161.6	29.5	13.4	179.1	36.3	100.0	58.7	18.5	35.6	99.9	99.9	99.9	99.9	99.8
2016-10-14-16-53-3518	5.0	0.7	161.6	29.5	13.4	179.1	36.3	100.0	58.7	18.5	35.6	99.9	99.9	99.9	99.9	99.8
2016-10-14-16-53-3569	5.0	0.7	161.6	29.5	13.4	179.1	36.3	100.0	58.7	18.5	35.6	99.9	99.9	99.9	99.9	99.8
2016-10-14-16-53-3621	5.0	0.7	161.6	29.5	13.4	179.1	36.3	100.0	58.7	18.5	35.6	99.9	99.9	99.9	99.9	99.8
2016-10-14-16-53-3672	5.0	0.7	161.6	29.5	13.4	179.1	36.3	100.0	58.7	18.5	35.6	99.9	99.9	99.9	99.9	99.8
2016-10-14-16-53-3723	3.7	0.5	161.4	27.2	10.5	177.6	28.5	53.2	28.8	18.2	31.7	99.8	99.9	99.9	99.9	99.8
2016-10-14-16-53-3774	3.7	0.5	161.4	27.2	10.5	177.6	28.5	53.2	28.8	18.2	31.7	99.8	99.9	99.9	99.9	99.8
2016-10-14-16-53-3826	3.7	0.5	161.4	27.2	10.5	177.6	28.5	53.2	28.8	18.2	31.7	99.8	99.9	99.9	99.9	99.8
2016-10-14-16-53-3878	3.7	0.5	161.4	27.2	10.5	177.6	28.5	53.2	28.8	18.2	31.7	99.8	99.9	99.9	99.9	99.8
2016-10-14-16-53-3929	3.7	0.5	161.4	27.2	10.5	177.6	28.5	53.2	28.8	18.2	31.7	99.8	99.9	99.9	99.9	99.8
